admin1_pcode,admin3_pcode,state,township,total_pop,idps,pop_minus_idps,food_secure,marginally_food_secure,moderately_food_insecure,severely_food_insecure,food_insecure_moderately_severely,moderate_food_insecure_number,severely_food_insecure_number,moderately_severely,pin_2022,total_pin2,target_2022,pc_vul,pin_2021,target_2021,hrp_target_idps_2021,hrp_target_returnees_2021,hrp_target_stateless_rakhine_2021,hrp_target_other_vulnerable_2021,hrp_target_total,hrp_version,pin_new,target_new
MMR014,MMR014019,Shan (South),Mongnai,43815.29198563354,0,43815.29198563354,0.158,0.475,0.352,0.016,0.368,15422.982778943006,701.0446717701367,16124.027450713142,16124,16124.027450713142,50,0.36799999999999994,0,0,0,0,0,0,0,NA,16124,50
MMR014,MMR014021,Shan (South),Mongpan,28805.03245814827,0,28805.03245814827,0.158,0.475,0.352,0.016,0.368,10139.371425268191,460.88051933037235,10600.251944598564,10600,10600.251944598564,50,0.368,0,0,0,0,0,0,0,NA,10600,50
MMR014,MMR014013,Shan (South),Nansang,129949.29419646223,0,129949.29419646223,0.158,0.475,0.352,0.016,0.368,45742.1515571547,2079.1887071433957,47821.340264298095,47821,47821.340264298095,1000,0.36799999999999994,0,0,0,0,0,0,0,NA,47821,1000
MMR014,MMR014002,Shan (South),Nyaungshwe,210440.28322149537,0,210440.28322149537,0.158,0.475,0.352,0.016,0.368,74074.97969396636,3367.044531543926,77442.0242255103,77442,77442.0242255103,20,0.368,0,0,0,0,0,0,0,NA,77442,20
MMR014,MMR014010,Shan (South),Pekon,115093.4703517542,9970,105123.4703517542,0.158,0.475,0.352,0.016,0.368,37003.46156381747,1681.975525628067,38685.43708944554,48655,48655.43708944554,150,0.4227471544714262,1943.5,1943.5,0,0,0,0,0,ierp,48655,150
MMR014,MMR014006,Shan (South),Pindaya,88109.44569268427,0,88109.44569268427,0.158,0.475,0.352,0.016,0.368,31014.52488382486,1409.7511310829484,32424.276014907806,32424,32424.276014907806,150,0.36799999999999994,0,0,0,0,0,0,0,NA,32424,150
MMR014,MMR014009,Shan (South),Pinlaung,213606.77024246746,60,213546.77024246746,0.158,0.475,0.352,0.016,0.368,75168.46312534854,3416.7483238794794,78585.21144922802,78645,78645.21144922802,50,0.3681775224631549,0,0,0,0,0,0,0,NA,78645,50
MMR014,MMR014001,Shan (South),Taunggyi,486701.276652264,36,486665.276652264,0.158,0.475,0.352,0.016,0.368,171306.1773815969,7786.644426436224,179092.82180803313,179129,179128.82180803313,200,0.3680467473604271,0,0,0,0,0,0,0,NA,179129,200
MMR014,MMR014007,Shan (South),Ywangan,91697.01993504175,0,91697.01993504175,0.158,0.475,0.352,0.016,0.368,32277.351017134697,1467.152318960668,33744.50333609537,33745,33744.50333609537,150,0.36800000000000005,0,0,0,0,0,0,0,NA,33745,150
MMR018,MMR018004,Nay Pyi Taw,Det Khi Na Thi Ri,57490.06829779366,0,57490.06829779366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018007,Nay Pyi Taw,Lewe,318535.16586296825,0,318535.16586296825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018008,Nay Pyi Taw,Oke Ta Ra Thi Ri,91418.70664093515,0,91418.70664093515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018005,Nay Pyi Taw,Poke Ba Thi Ri,130476.06659285931,0,130476.06659285931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018006,Nay Pyi Taw,Pyinmana,210082.69677906152,0,210082.69677906152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018003,Nay Pyi Taw,Tatkon,243155.61481010212,0,243155.61481010212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018002,Nay Pyi Taw,Za Bu Thi Ri,123719.90831721459,0,123719.90831721459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018001,Nay Pyi Taw,Zay Yar Thi Ri,124654.03232283259,0,124654.03232283259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
